Mono_Left_overall_transcript,Mono_Right_overall_transcript,lang-detect_roberta-base-model,lang-detect_lang-detect-model
"क्या मैं रमन सिंह से बात कर रही हूं? Ma'am मेरा नाम है और मैं दुकान dot com से बात कर रही हूं. मैं देख सकती हूं क्या आप दुकान dot com, मैं देख सकती हूं कि आप small elephant paste show की step of 2 का order place कर रहे थे पर आपने order को confirm नहीं किया. क्या मैं आपको order करने में place करने में मदद कर सकती हूं? अच्छा अच्छा अभी sir रमन सिंह भी available नहीं है. ठीक है मैं कितने बजे तक ठीक है मैं आपको फिर आज या कल में आपको कब तक call करूं? देखिए चार से आठ दिन लगेंगे metro cities में तीन से पांच दिन. Metro cities में. वरना normally चार से आठ दिन लगते हैं. तो अभी रमन sir से बात करने के लिए call करना होगा वह आपसे बात हो जाएगी order place करने में मैं मदद कर दूं? अच्छा, नहीं नहीं ma'am अभी मैं आपको कह रही थी यह आपने order confirm नहीं किया. क्या मैं आपको order place करने का मदद कर सकती हूं अभी?  अच्छा sir ma'am आप जितना जल्दी order place करेंगे ना उतनी जल्दी delivery हो जाएगी. अगर आपका order value rupees 900 से ज़्यादा है तो हम आपको discount code भी दे सकते हैं. अगर आप अभी order place करें तो क्या आप अभी order place करना चाहते हैं? अच्छा ठीक है no problem मैं आपको इस call के बाद ही order place link भेज दूंगी और फिर आप order place कर सकते हैं. मैं आपको कल तक callback दो दिन बाद callback कर लेती हूं और अगर आपको order place करने में कोई मदद चाहिए ma'am मुश्किल हो रही है तो please मुझे बता देना, ठीक है? आपका समय देने के लिए शुक्रिया आपका दिन शुभ","क्या मैं रमन सिंह से बात कर रही हूं? Ma'am मेरा नाम है और मैं दुकान dot com से बात कर रही हूं. मैं देख सकती हूं क्या आप दुकान dot com, मैं देख सकती हूं कि आप small elephant paste show की step of 2 का order place कर रहे थे पर आपने order को confirm नहीं किया. क्या मैं आपको order करने में place करने में मदद कर सकती हूं? अच्छा अच्छा अभी sir रमन सिंह भी available नहीं है. ठीक है मैं कितने बजे तक ठीक है मैं आपको फिर आज या कल में आपको कब तक call करूं? देखिए चार से आठ दिन लगेंगे metro cities में तीन से पांच दिन. Metro cities में. वरना normally चार से आठ दिन लगते हैं. तो अभी रमन sir से बात करने के लिए call करना होगा वह आपसे बात हो जाएगी order place करने में मैं मदद कर दूं? अच्छा, नहीं नहीं ma'am अभी मैं आपको कह रही थी यह आपने order confirm नहीं किया. क्या मैं आपको order place करने का मदद कर सकती हूं अभी?  अच्छा sir ma'am आप जितना जल्दी order place करेंगे ना उतनी जल्दी delivery हो जाएगी. अगर आपका order value rupees 900 से ज़्यादा है तो हम आपको discount code भी दे सकते हैं. अगर आप अभी order place करें तो क्या आप अभी order place करना चाहते हैं? अच्छा ठीक है no problem मैं आपको इस call के बाद ही order place link भेज दूंगी और फिर आप order place कर सकते हैं. मैं आपको कल तक callback दो दिन बाद callback कर लेती हूं और अगर आपको order place करने में कोई मदद चाहिए ma'am मुश्किल हो रही है तो please मुझे बता देना, ठीक है? आपका समय देने के लिए शुक्रिया आपका दिन शुभ",hi,hi
"Hello, क्या मैं सरिता से बात कर रही हूं? Yes, ma'am. My name is जुबेरा and I'm calling from Thesant dot com. Ma'am I can see that you are facing an order for कैलाश plant, but you have not confirmed the order. Can I assist you in placing the order? Ma'am you, ma'am you have license product right, colorful glass plants Mister but you have not confirmed the. Can I assist you in taking the order? Alright. Ma'am I'm sending you the order booking link via SMS now, so that I can help you in placing the order. Please check if you have received the SMS, the normal text message. Yes ma'am, I am waiting on the call ma'am. Please check, have you received?  The normal SMS ma'am, that's the URL from this. Order to send you आ रही थी. Have you received it now? Perfect, now please click on the link provided in the SMS. This link will take you to the order booking screen, where you will need to enter your contact and address details. So once that is done please let me know. Have you entered the details ma'am, all your detail? Yes ma'am, perfect. Now ma'am, as this is. Item is done available, it is out of top. Alright, yes ma'am, I also can see it is out of stock. I am sorry about that, let me inform my team of this and we will see what we can do. However ma'am, this may take some time so I won't, like I would suggest that you also look at similar products on our website and see if you would like to order, ok.","Hello, क्या मैं सरिता से बात कर रही हूं? Yes, ma'am. My name is जुबेरा and I'm calling from Thesant dot com. Ma'am I can see that you are facing an order for कैलाश plant, but you have not confirmed the order. Can I assist you in placing the order? Ma'am you, ma'am you have license product right, colorful glass plants Mister but you have not confirmed the. Can I assist you in taking the order? Alright. Ma'am I'm sending you the order booking link via SMS now, so that I can help you in placing the order. Please check if you have received the SMS, the normal text message. Yes ma'am, I am waiting on the call ma'am. Please check, have you received?  The normal SMS ma'am, that's the URL from this. Order to send you आ रही थी. Have you received it now? Perfect, now please click on the link provided in the SMS. This link will take you to the order booking screen, where you will need to enter your contact and address details. So once that is done please let me know. Have you entered the details ma'am, all your detail? Yes ma'am, perfect. Now ma'am, as this is. Item is done available, it is out of top. Alright, yes ma'am, I also can see it is out of stock. I am sorry about that, let me inform my team of this and we will see what we can do. However ma'am, this may take some time so I won't, like I would suggest that you also look at similar products on our website and see if you would like to order, ok.",en,en
"Hello क्या मैं रेखा किनका से बात कर रही हूं? मेरा नाम आयशा है मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आप एक order place dot com ma'am. मैं देख सकती हूं कि आप एक crystal glass का एक order आप place कर रहे थे, but आपने इस order को confirm नहीं किया है. क्या मैं आपका order place में मदद कर सकती हूं ma'am? Ok. लेकिन return का credit आप इसमें use करोगे. Ok, तो ma'am वह आपको return का एक अभी तक हुआ नहीं आपका item return? Ok. पर code मिल गया होगा ना ma'am आपको? Ma'am क्योंकि मैं इसलिए कह रही थी क्योंकि आप अगर code का एक अगर आपको return का credit मिल गया ना तो आप यह place यह order उससे place कर सकते हो ना? क्योंकि ma'am sir active, उसकी code नहीं मिला आपको credit नहीं मिला है return का. Ok ok ok तो वह आपके address से वह return हो जाएगा एक बार pickup हो जाएगा return में तभी मिलेगा. Ok ठीक है ma'am understood no problem. मैं आपको ना कल तक callback कर लेती हूं in case आपको मिल जाए ना so we can place the order ok. Ok, thank you so much for your time, ma'am. Have a nice day. Bye.","Hello क्या मैं रेखा किनका से बात कर रही हूं? मेरा नाम आयशा है मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आप एक order place dot com ma'am. मैं देख सकती हूं कि आप एक crystal glass का एक order आप place कर रहे थे, but आपने इस order को confirm नहीं किया है. क्या मैं आपका order place में मदद कर सकती हूं ma'am? Ok. लेकिन return का credit आप इसमें use करोगे. Ok, तो ma'am वह आपको return का एक अभी तक हुआ नहीं आपका item return? Ok. पर code मिल गया होगा ना ma'am आपको? Ma'am क्योंकि मैं इसलिए कह रही थी क्योंकि आप अगर code का एक अगर आपको return का credit मिल गया ना तो आप यह place यह order उससे place कर सकते हो ना? क्योंकि ma'am sir active, उसकी code नहीं मिला आपको credit नहीं मिला है return का. Ok ok ok तो वह आपके address से वह return हो जाएगा एक बार pickup हो जाएगा return में तभी मिलेगा. Ok ठीक है ma'am understood no problem. मैं आपको ना कल तक callback कर लेती हूं in case आपको मिल जाए ना so we can place the order ok. Ok, thank you so much for your time, ma'am. Have a nice day. Bye.",hi,hi
Hello क्या मैं सिंधु से बात कर रही हूं? Sir मेरा नाम जुबेरा है और मैं दूसरान dot com से बात कर रही हूं. Sir देख सकती हूं कि आप hand crafted wooden jewelry box का order place कर रहे थे. पर आपने order को confirm नहीं किया. क्या मैं आपको order place करने में मदद कर सकती हूं? अच्छा आज किया था ok तो अभी. अच्छा मतलब आप खुद से order करेंगे कह रहे हैं? Ok sir आप जितना जल्दी order place करेंगे ना उतनी जल्दी delivery हो जाएगी और अगर आपको order value rupees 900 से ज़्यादा है तो हम आपको भी दे सकते हैं अगर आप अभी order place करें तो. तो क्या आप अभी order place करना चाहते हैं? हां हां sure  हां ज़रूर ठीक है sir मैं आपको इस point के बाद ही order place भेज दूंगी और फिर आप भी order place कर सकते हैं मैं आपको कल तक भी call कर लेती हूं. अगर आपको order place करने में कोई मुश्किल हो रही हो तो please मुझे बता देना कल किस time पर call कर लूं Sure sir. 11:30 12/11/3012 के around भी कर सकते हो ना? ठीक है. Ok sir. मैं suitable time पर call कर लूंगी. आपका समय,Hello क्या मैं सिंधु से बात कर रही हूं? Sir मेरा नाम जुबेरा है और मैं दूसरान dot com से बात कर रही हूं. Sir देख सकती हूं कि आप hand crafted wooden jewelry box का order place कर रहे थे. पर आपने order को confirm नहीं किया. क्या मैं आपको order place करने में मदद कर सकती हूं? अच्छा आज किया था ok तो अभी. अच्छा मतलब आप खुद से order करेंगे कह रहे हैं? Ok sir आप जितना जल्दी order place करेंगे ना उतनी जल्दी delivery हो जाएगी और अगर आपको order value rupees 900 से ज़्यादा है तो हम आपको भी दे सकते हैं अगर आप अभी order place करें तो. तो क्या आप अभी order place करना चाहते हैं? हां हां sure  हां ज़रूर ठीक है sir मैं आपको इस point के बाद ही order place भेज दूंगी और फिर आप भी order place कर सकते हैं मैं आपको कल तक भी call कर लेती हूं. अगर आपको order place करने में कोई मुश्किल हो रही हो तो please मुझे बता देना कल किस time पर call कर लूं Sure sir. 11:30 12/11/3012 के around भी कर सकते हो ना? ठीक है. Ok sir. मैं suitable time पर call कर लूंगी. आपका समय,hi,hi
"क्या मैं श्रीशा जी से बात कर जी, मेरा नाम जुबेरा है और मैं दुशान dot com से बात कर रही हूं. मैं देख सकती हूं दुशान dot com. सतीश sir सीखो? हां. देख सकती हूं कि आप round gift basket को order place कर रहे थे पर आपने order को confirm नहीं किया. क्या मैं आपका order place करने में मदद कर सकती हूं? Sir यह round के पास है. यह श्रीशा ma'am से बात हो सकती है क्या मेरी? Hello. क्या मेरी बात श्रीशा, am I speaking to श्रीशा? Yes ma'am, my name is रबेरा and I am calling from दुकान dot com. Ma'am I can see that you are placing an order for round gift package, but you have not confirmed the order, so can I assist you in placing the order? May I know why you don't want to place the order anymore ma'am? So you are seeing you will browser over our website, you want to see more option? Ok. Alright, so when are you planning to proceed ma'am mostly? So, as of now, you are seeing it's not required, you will browse more and if in case you not, you will purchase. Alright no problem if you change your mind you can order your decide item from WWW dot dot com. Have a nice","क्या मैं श्रीशा जी से बात कर जी, मेरा नाम जुबेरा है और मैं दुशान dot com से बात कर रही हूं. मैं देख सकती हूं दुशान dot com. सतीश sir सीखो? हां. देख सकती हूं कि आप round gift basket को order place कर रहे थे पर आपने order को confirm नहीं किया. क्या मैं आपका order place करने में मदद कर सकती हूं? Sir यह round के पास है. यह श्रीशा ma'am से बात हो सकती है क्या मेरी? Hello. क्या मेरी बात श्रीशा, am I speaking to श्रीशा? Yes ma'am, my name is रबेरा and I am calling from दुकान dot com. Ma'am I can see that you are placing an order for round gift package, but you have not confirmed the order, so can I assist you in placing the order? May I know why you don't want to place the order anymore ma'am? So you are seeing you will browser over our website, you want to see more option? Ok. Alright, so when are you planning to proceed ma'am mostly? So, as of now, you are seeing it's not required, you will browse more and if in case you not, you will purchase. Alright no problem if you change your mind you can order your decide item from WWW dot dot com. Have a nice",hi,en
"Hello. क्या मेरी storyयां सुवती से बात क्या मैं विक्टोरिया समद जी से बात कर रही हूं? Yes, you are comfortable in English ma'am. My name is. I'm calling from dot com. I can see that you were placing an order for a new day, solar wood flat. But you have not confirmed the order, so can I assist you in placing the order? Ok. Ma'am may I know when are you planning to place this like within a day or 2 or like wherever it's required. After 10 days, ok ma'am, the sooner you place your order, the sooner it will deliver. If your order value is about rupees 900, we also have some discount offer, that we can give you if your order now. So I can share these code with you. Would you like to place an order now?  Alright, no problem. I will send you the order place link after this call and then you can place your order. Ma'am I will call you like within the day within some days as you said you want to place it after 10 days. If you have place to check if you have placed your order or not, ok. Alright, thank you for your time. Have a nice day.","Hello. क्या मेरी storyयां सुवती से बात क्या मैं विक्टोरिया समद जी से बात कर रही हूं? Yes, you are comfortable in English ma'am. My name is. I'm calling from dot com. I can see that you were placing an order for a new day, solar wood flat. But you have not confirmed the order, so can I assist you in placing the order? Ok. Ma'am may I know when are you planning to place this like within a day or 2 or like wherever it's required. After 10 days, ok ma'am, the sooner you place your order, the sooner it will deliver. If your order value is about rupees 900, we also have some discount offer, that we can give you if your order now. So I can share these code with you. Would you like to place an order now?  Alright, no problem. I will send you the order place link after this call and then you can place your order. Ma'am I will call you like within the day within some days as you said you want to place it after 10 days. If you have place to check if you have placed your order or not, ok. Alright, thank you for your time. Have a nice day.",en,en
"Hello, क्या मैं अंश वंश बात कर रही हूं? क्या मैं n शेरवानी से बात कर रही हूं? जी मेरा नाम जुबेरा है और मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आप Alright. So, you were facing some issue while making payment? Alright. No ma'am, I am sorry for the inconvenience. अच्छा तो नहीं ma'am, आप COD option avail करने के लिए देख रहे थे या online payment में issue हो रहा था? आप activate करेंगे? Online payment. Alright. But ma'am for COD, for your availing, your part value needs to be at least rupees 500 or above. But as I can see it is 4. Alright. You can add some other product as well and you can place the order, ma'am, if you wish to. अच्छा अच्छा ma'am no problem अगर आप अपना number लें तो कभी भी WWW dot dot com पर अपने पसंद की चीज़ें order कर सकते हैं. Alright ma'am I am so sorry for the inconvenience आपका दिन शुभ हो.","Hello, क्या मैं अंश वंश बात कर रही हूं? क्या मैं n शेरवानी से बात कर रही हूं? जी मेरा नाम जुबेरा है और मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आप Alright. So, you were facing some issue while making payment? Alright. No ma'am, I am sorry for the inconvenience. अच्छा तो नहीं ma'am, आप COD option avail करने के लिए देख रहे थे या online payment में issue हो रहा था? आप activate करेंगे? Online payment. Alright. But ma'am for COD, for your availing, your part value needs to be at least rupees 500 or above. But as I can see it is 4. Alright. You can add some other product as well and you can place the order, ma'am, if you wish to. अच्छा अच्छा ma'am no problem अगर आप अपना number लें तो कभी भी WWW dot dot com पर अपने पसंद की चीज़ें order कर सकते हैं. Alright ma'am I am so sorry for the inconvenience आपका दिन शुभ हो.",hi,en
" Hello. क्या मैं दीपिका भूषण से बात कर रही मेरा नाम जुबेरा है और मैं दुकान dot com से बात कर रही हूं. मैं देख सकती हूं कि आप साथ ही आप set of 2 का order place कर रहे थे पर आपने order को confirm नहीं किया. क्या मैं आपको order place करने में मदद कर Ma'am, I am calling on behalf of Dasan dot com. I can see that you were placing an order for सत्या flame stand दिया for temple, set of 2. You have light this product and order to your car. Alright. So it's like, ok so is that Ok, so currently you you need time to think whether you have to go for it or not, is that so? Alright alright. So ma'am, probably since when are you planning to order, so that I can connect with you again? Like, when can you confirm? Sure sure ma'am."," Hello. क्या मैं दीपिका भूषण से बात कर रही मेरा नाम जुबेरा है और मैं दुकान dot com से बात कर रही हूं. मैं देख सकती हूं कि आप साथ ही आप set of 2 का order place कर रहे थे पर आपने order को confirm नहीं किया. क्या मैं आपको order place करने में मदद कर Ma'am, I am calling on behalf of Dasan dot com. I can see that you were placing an order for सत्या flame stand दिया for temple, set of 2. You have light this product and order to your car. Alright. So it's like, ok so is that Ok, so currently you you need time to think whether you have to go for it or not, is that so? Alright alright. So ma'am, probably since when are you planning to order, so that I can connect with you again? Like, when can you confirm? Sure sure ma'am.",hi,en
"क्या मैं शाही राजेश से बात कर सकती हूं? Ma'am आपके यहां पर सानवी राजेश के नाम से हुई है. मेरा नाम जुबेरा है और मैं discount dot com से बात कर रही हूं. आपके यहां राजेश के नाम से हुई है? किसान dot com. Ma'am, तूफ़ान dot com. किसान हमारा एक online shopping platform है. जहां से आप home decor का सामान खरीद सकते हैं. तो क्या मेरी बात राजेश जी से हो सकती है? Ma'am ma'am उन्होंने ना मैं देख सकती हूं कि उन्होंने हमारे यहां product पसंद किया था. वह small elephant पर show piece set of 2 का order place कर रहे थे वह. पर उन्होंने order को confirm नहीं किया. अच्छा आपने किया था. हां हां ma'am तो क्या मैं आपको order place करने में मदद कर सकती हूं? अच्छा, जब आपको required होगा चाहेंगे आप तब place करेंगे कह रहे हैं? है, no problem. अगर आप अपना फ़र्ज़ है, क्या कह रहे हैं? ","क्या मैं शाही राजेश से बात कर सकती हूं? Ma'am आपके यहां पर सानवी राजेश के नाम से हुई है. मेरा नाम जुबेरा है और मैं discount dot com से बात कर रही हूं. आपके यहां राजेश के नाम से हुई है? किसान dot com. Ma'am, तूफ़ान dot com. किसान हमारा एक online shopping platform है. जहां से आप home decor का सामान खरीद सकते हैं. तो क्या मेरी बात राजेश जी से हो सकती है? Ma'am ma'am उन्होंने ना मैं देख सकती हूं कि उन्होंने हमारे यहां product पसंद किया था. वह small elephant पर show piece set of 2 का order place कर रहे थे वह. पर उन्होंने order को confirm नहीं किया. अच्छा आपने किया था. हां हां ma'am तो क्या मैं आपको order place करने में मदद कर सकती हूं? अच्छा, जब आपको required होगा चाहेंगे आप तब place करेंगे कह रहे हैं? है, no problem. अगर आप अपना फ़र्ज़ है, क्या कह रहे हैं? ",hi,hi
"Hello क्या मैं से बात कर रही हूं? नाम आयशा है मैं Disaan dot com से बात कर रही हूं. मैं देख सकती हूं कि आपका total on last date का एक order आप place करेंगे but आपने ना इस order को confirm नहीं किया है. क्या मैं आपका order repeat करने का सही कर सकती हूं? Total on, ma'am total on last 8 statue का 03:59 का price है Ma'am मैंने कहा. Hotel on glass का आपका एक order आप place कर रहे थे 359 का दुकान dot com पर, पर आपने ना उस order को. तो मैं जान Ma'am, COD ना 500 and above के like order था, applicable है.  Ok, ठीक है no problem. अगर आप अपना मन बचे तो कभी भी दूकान dot com पर सकते हैं और simply चीज़ें order कर सकते हैं. Thank you so much for your time. Have a nice day, bye.","Hello क्या मैं से बात कर रही हूं? नाम आयशा है मैं Disaan dot com से बात कर रही हूं. मैं देख सकती हूं कि आपका total on last date का एक order आप place करेंगे but आपने ना इस order को confirm नहीं किया है. क्या मैं आपका order repeat करने का सही कर सकती हूं? Total on, ma'am total on last 8 statue का 03:59 का price है Ma'am मैंने कहा. Hotel on glass का आपका एक order आप place कर रहे थे 359 का दुकान dot com पर, पर आपने ना उस order को. तो मैं जान Ma'am, COD ना 500 and above के like order था, applicable है.  Ok, ठीक है no problem. अगर आप अपना मन बचे तो कभी भी दूकान dot com पर सकते हैं और simply चीज़ें order कर सकते हैं. Thank you so much for your time. Have a nice day, bye.",hi,hi
"Hello क्या मैं लक्ष्मण श्री रेड्डी से बात Yes ma'am, my name is जुबेरा and I'm calling from dot com. I can see that you were placing an order for colorful glass plants, Mister but you have not confirmed the order. Can I assist you in placing the order? Ok, ma'am actually if you want to avail free shipping, on online payment ma'am, online order you will get free shipping above 500 rupees and for cash on delivery, you will get free shipping above thousand rupees. Ma'am I, we do have the discount coupons available ma'am, if your order value is above rupees 900, we also have some discount offers that we can give you, if your order now. So I can share these course with you. Would you like to place an order now? Don't want to place, alright alright ma'am, no problem. If you change your mind, you can order decide items anytime from WWW dot dot com. Ok? Thank you for your time. Have a nice day.","Hello क्या मैं लक्ष्मण श्री रेड्डी से बात Yes ma'am, my name is जुबेरा and I'm calling from dot com. I can see that you were placing an order for colorful glass plants, Mister but you have not confirmed the order. Can I assist you in placing the order? Ok, ma'am actually if you want to avail free shipping, on online payment ma'am, online order you will get free shipping above 500 rupees and for cash on delivery, you will get free shipping above thousand rupees. Ma'am I, we do have the discount coupons available ma'am, if your order value is above rupees 900, we also have some discount offers that we can give you, if your order now. So I can share these course with you. Would you like to place an order now? Don't want to place, alright alright ma'am, no problem. If you change your mind, you can order decide items anytime from WWW dot dot com. Ok? Thank you for your time. Have a nice day.",en,en
"Hello क्या मैं दीनबंधु धवन से बात कर रही हूं? मेरा नाम आया था मैं दुकान से बात कर रही हूं. मैं देख सकती हूं कि आप एक वह multi color printed floor mart में एक order आप place कर रहे थे पर आपने ना उस order को confirm नहीं किया है दुकान dot com का ma'am dot com पर, पर आपने इसे confirm नहीं किया है confirm नहीं किया है तो क्या मैं आपका order place करने में मदद कर सकती हूं? क्या ma'am confirm करना है आपको, मैं जान सकती हूं ताकि मैं आपकी help कर Ok ok उनका confirmation चाहिए. Ok, no problem ma'am. तो कोई बात नहीं आप उनसे पुछ लेना. मैं आपको कल callback कर लेती हूं. In case आपको कुछ issue हुआ हो आप मुझे बता सकते हैं, ठीक जिसमें 4 to 8 days में deliver हो जाता है but if you are living like in metro city 3 to 5 days में हो जाता है, ok? Ok ma'am, I'll give you a call tomorrow then, ok? Please let me know","Hello क्या मैं दीनबंधु धवन से बात कर रही हूं? मेरा नाम आया था मैं दुकान से बात कर रही हूं. मैं देख सकती हूं कि आप एक वह multi color printed floor mart में एक order आप place कर रहे थे पर आपने ना उस order को confirm नहीं किया है दुकान dot com का ma'am dot com पर, पर आपने इसे confirm नहीं किया है confirm नहीं किया है तो क्या मैं आपका order place करने में मदद कर सकती हूं? क्या ma'am confirm करना है आपको, मैं जान सकती हूं ताकि मैं आपकी help कर Ok ok उनका confirmation चाहिए. Ok, no problem ma'am. तो कोई बात नहीं आप उनसे पुछ लेना. मैं आपको कल callback कर लेती हूं. In case आपको कुछ issue हुआ हो आप मुझे बता सकते हैं, ठीक जिसमें 4 to 8 days में deliver हो जाता है but if you are living like in metro city 3 to 5 days में हो जाता है, ok? Ok ma'am, I'll give you a call tomorrow then, ok? Please let me know",hi,hi
"Hello क्या मैं जी नीता से बात कर रही? नाम आयशा, मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आपका एक order आप place कर रहे थे. Glass plant का but आपने इस order को confirm नहीं किया है. क्या मैं आपका order place करने में मदद कर सकती हूं? Sir मैंने कहा क्या मैं आपका order place करने में मदद कर सकती हूं? Ok, एक minute sir मुझे check time दीजिए. Ok actually so yes sir so sorry माफ़ी चाहूंगी मैं team से ना बात करके actually यह item ना sir अभी out of stock है. तो मैं team से बात करके shop के बाद में inquire कर लेती हूं तो शायद stock update होने में ना time लग सकता है. तो आपसे request है कि आप single product browse करके order कर लो, ok? Ok. Ok thank you so much for your time sir have a nice day.","Hello क्या मैं जी नीता से बात कर रही? नाम आयशा, मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आपका एक order आप place कर रहे थे. Glass plant का but आपने इस order को confirm नहीं किया है. क्या मैं आपका order place करने में मदद कर सकती हूं? Sir मैंने कहा क्या मैं आपका order place करने में मदद कर सकती हूं? Ok, एक minute sir मुझे check time दीजिए. Ok actually so yes sir so sorry माफ़ी चाहूंगी मैं team से ना बात करके actually यह item ना sir अभी out of stock है. तो मैं team से बात करके shop के बाद में inquire कर लेती हूं तो शायद stock update होने में ना time लग सकता है. तो आपसे request है कि आप single product browse करके order कर लो, ok? Ok. Ok thank you so much for your time sir have a nice day.",hi,hi
"Hello मेरा नाम जुबेरा है और मैं dot com से बात कर रही हूं. Ma'am मैं देख सकती हूं कि आप white का order place कर रहे थे. Sir आपने order को confirm नहीं किया. क्या मैं आपको order place करने में मदद कर सकती हूं? अच्छा आपको order. Ok बढ़िया तो आपको order confirmation का WhatsApp message और email भी आ गया है right ma'am? Ok, great ma'am. Dispat के साथ order place करने के लिए शुक्रिया. Shipping type, ma'am generally देखिए order place करने से लेकर 4 to 8 days लगेंगे normally और metro cities पर ना 3 to 5 days और अगर आपको accurate shipping track करना है तो आप WhatsApp पर updates के through track कर सकते हैं, ok? आपका दिन शुभ हो.","Hello मेरा नाम जुबेरा है और मैं dot com से बात कर रही हूं. Ma'am मैं देख सकती हूं कि आप white का order place कर रहे थे. Sir आपने order को confirm नहीं किया. क्या मैं आपको order place करने में मदद कर सकती हूं? अच्छा आपको order. Ok बढ़िया तो आपको order confirmation का WhatsApp message और email भी आ गया है right ma'am? Ok, great ma'am. Dispat के साथ order place करने के लिए शुक्रिया. Shipping type, ma'am generally देखिए order place करने से लेकर 4 to 8 days लगेंगे normally और metro cities पर ना 3 to 5 days और अगर आपको accurate shipping track करना है तो आप WhatsApp पर updates के through track कर सकते हैं, ok? आपका दिन शुभ हो.",hi,hi
Hello क्या मैं कविता जी से बात कर रही हूं? मेरा नाम आयशा है मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आपका का एक order आप place कर रहे थे but आपने ना उस order को confirm नहीं किया है. क्या मैं आपका order place करने में मदद कर सकती हूं Ok. तो फिर ma'am आप यह कब तक like आप लोग करोगे तब आप फिर like order करना चाहेंगे? Ok.  Ok ok no problem ma'am अगर आप आपका मन बदले तो कभी भी दुकान और वैसा अपने पसंदीदा से order कर सकते हैं ठीक है? Thank you so much for your time ma'am. Have a nice day.,Hello क्या मैं कविता जी से बात कर रही हूं? मेरा नाम आयशा है मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आपका का एक order आप place कर रहे थे but आपने ना उस order को confirm नहीं किया है. क्या मैं आपका order place करने में मदद कर सकती हूं Ok. तो फिर ma'am आप यह कब तक like आप लोग करोगे तब आप फिर like order करना चाहेंगे? Ok.  Ok ok no problem ma'am अगर आप आपका मन बदले तो कभी भी दुकान और वैसा अपने पसंदीदा से order कर सकते हैं ठीक है? Thank you so much for your time ma'am. Have a nice day.,hi,hi
"Hello, क्या मैं शोभा रानी से बात कर रही हूं? Yes ma'am, my name is and I am calling from the account dot com. I can see that you were placing an order for but you have not confirmed the order. Can I assist you in taking the order? Sorry, you can, yes ma'am, you can save via UPI as well. Like, what is the issue you are  Alright, I understand. I'm sending you the order booking link via SMS now. Please check if you have received the message. Have you received that I'm waiting on call please check","Hello, क्या मैं शोभा रानी से बात कर रही हूं? Yes ma'am, my name is and I am calling from the account dot com. I can see that you were placing an order for but you have not confirmed the order. Can I assist you in taking the order? Sorry, you can, yes ma'am, you can save via UPI as well. Like, what is the issue you are  Alright, I understand. I'm sending you the order booking link via SMS now. Please check if you have received the message. Have you received that I'm waiting on call please check",en,en
"Hello क्या मैं रंजन बैनर्जी से बात कर रही हूं? मैं मेरा नाम जुबेरा है और मैं Dispatan dot com से बात कर रही हूं. मैं देख सकती हूं कि आप Ma'am I understand, please allow me, I just need 2 minutes to help you place your pending order. For this Eligent table top planter, set of free and confirm the same. So can you please speak now? Hello. Ma'am, I am not getting any response from Lorendra. I have to disconnect the call from my end. Thank you ","Hello क्या मैं रंजन बैनर्जी से बात कर रही हूं? मैं मेरा नाम जुबेरा है और मैं Dispatan dot com से बात कर रही हूं. मैं देख सकती हूं कि आप Ma'am I understand, please allow me, I just need 2 minutes to help you place your pending order. For this Eligent table top planter, set of free and confirm the same. So can you please speak now? Hello. Ma'am, I am not getting any response from Lorendra. I have to disconnect the call from my end. Thank you ",hi,en
